dataset,lang_pair,workflow,workflow_dir,workflow_acronym,model,report_file,sample_idx,sample_id,step_order,step_name,agent_type,translation_mode,output_index,translation_available,translation_state_hash,translation_len_chars
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,3,2121,1,postedit,postedit,direct,1,True,106d104c63b12955fffb597ef5d9b058b18e5a16,7821
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,3,2121,2,proofread,proofread,direct,2,True,8c7ee6bbbf18dbbf2070f7df9a15d8e00a5935b9,7672
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,4,2120,0,translate,translate,direct,0,True,7efeed164b306b7ccbc3bca556ad1c9894711f0b,6303
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,4,2120,1,postedit,postedit,direct,1,True,bcd3f460341126953ce3c607ceff937812f88f74,6293
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,4,2120,2,proofread,proofread,direct,2,True,bd7d4d4f4840b3b21a481275c648e857052e52c6,6257
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,5,3345,0,translate,translate,direct,0,True,c624ca123e885fc9dee3a50342cc33d8c64a7063,6521
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,5,3345,1,postedit,postedit,direct,1,True,1bf3663979a21ff711c2aa344b654a76a623e024,6506
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,5,3345,2,proofread,proofread,direct,2,True,c5d17a358ec4492307096a13d35072b46280be40,6440
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,6,1833,0,translate,translate,direct,0,True,de8650cd96d046709d69cb53085c198ad2336fb4,7144
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,6,1833,1,postedit,postedit,direct,1,True,b18cc02c2e6d785a79e366d3dcbd4671b7db6912,7278
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,6,1833,2,proofread,proofread,direct,2,True,9a1fb3dc15b775f0d5097497cb75279b2bcb5a0d,7218
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,7,2261,0,translate,translate,direct,0,True,00967e22161996d6dbb8e49d266951db90340a25,6930
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,7,2261,1,postedit,postedit,direct,1,True,4c72226c0ffb316f19bb66209b4f00a70522a77c,6982
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,7,2261,2,proofread,proofread,direct,2,True,282157854d08d90eb46b6433bcb5591cacd16444,6924
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,8,1880,0,translate,translate,direct,0,True,f70daaf1181585f760bb1b50bcfc2c7b070b952b,7415
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,8,1880,1,postedit,postedit,direct,1,True,7c012230cf7a971f82da5696ba69f77234c7b3bb,7487
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,8,1880,2,proofread,proofread,direct,2,True,8a1e43281bebdb41eda6608e64e404b981ec971e,7448
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,9,2658,0,translate,translate,direct,0,True,49fedec9188549fcf4600e3fa28c1dd1a056868f,7893
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,9,2658,1,postedit,postedit,direct,1,True,8ea4d5ef4623006ca7593b99d3369c932ad8875f,7880
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,9,2658,2,proofread,proofread,direct,2,True,6e28a364a74c22c1f7e60a965f355ba91f1aa7a9,7852
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,10,2119,0,translate,translate,direct,0,True,2be666d5b071dd5658e47681a4311026de5f3cba,7408
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,10,2119,1,postedit,postedit,direct,1,True,681d58b8fab610a4a4af2637475daaa992b0f126,7497
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,10,2119,2,proofread,proofread,direct,2,True,dd50e4192b72e8127af0f02689487ac5a3b59718,7454
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,11,1962,0,translate,translate,direct,0,True,9ddc5dc2228f9058c3b4f9456fa458a8b6e898c5,7011
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,11,1962,1,postedit,postedit,direct,1,True,2f9637d9f19a5b21ee0746ae394f7694082b2f92,6787
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,11,1962,2,proofread,proofread,direct,2,True,49942ce893fd9d5e79b20a9f439b5bb8a7603374,6954
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,12,1874,0,translate,translate,direct,0,True,b2428229e32d64dcb1c54dfc02a18c7f80d17d01,9434
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,12,1874,1,postedit,postedit,direct,1,True,e9501ee7e96bb4529b8ab95e2fb528ed98316443,9638
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,12,1874,2,proofread,proofread,direct,2,True,2c95c8cc9fbf3d03ea4bdf7b87e365182865bc74,9395
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,13,1987,0,translate,translate,direct,0,True,5880e02e976c456c80f7bac6b359517380d2442c,6880
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,13,1987,1,postedit,postedit,direct,1,True,da01dc64c1df59c236b1d5252e695350effa579e,6944
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,13,1987,2,proofread,proofread,direct,2,True,0950453998cfafbf80313049065037c13674b824,6895
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,14,2941,0,translate,translate,direct,0,True,0ad7e23e6c87fea51a63774dd2dfe282730d833a,12334
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,14,2941,1,postedit,postedit,direct,1,True,689ea9a556a56ae5a5c68f5c479a4e468639ce6f,12392
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,14,2941,2,proofread,proofread,direct,2,True,2fbfefd2eb96292341664b3d1bd0602f40a1e09f,12123
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,15,2260,0,translate,translate,direct,0,True,1a07602d28a25c20e56142ec8c409205db623d7f,7935
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,15,2260,1,postedit,postedit,direct,1,True,6a767d2180c5dff8f34632cbbad6da224eeb2733,7985
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,15,2260,2,proofread,proofread,direct,2,True,665c12fb455a936171239951cd7e1e9ffa7ce9a4,7927
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,16,2608,0,translate,translate,direct,0,True,15f0585871ed75c2b1bd5fd2f06547cff8957961,7853
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,16,2608,1,postedit,postedit,direct,1,True,089ff262456b10e40545bda3662983d0e9123515,7896
dolfin,en_es,MaMT_translate_postedit_proofread,MaMT,MaMT,gpt-4-1,/Users/damifass/Desktop/agent-mt/outputs/dolfin/en_es/MaMT/gpt-4-1/report.json,16,2608,2,proofread,proofread,direct,2,True,3b4598163adfe31c201656f19ab995a9ba93ff35,7850
